DateTime,Solar irradiance,Temperature,Solar panel efficiency,Solar energy production
01/01/2023 0:00:00,738.2636885,498.0994309,225.0537246,-901990.6882
1/1/2023 1:00:00,725.1054846,642.9043263,254.2735847,-878203.1749
1/1/2023 2:00:00,416.0961342,576.3159966,347.628579,-571206.7307
1/1/2023 3:00:00,613.3398602,494.9169098,73.05965437,-120234.3328
1/1/2023 4:00:00,795.3247186,368.3537048,192.3018555,-912214.591
1/1/2023 5:00:00,570.7562311,696.4734384,216.7551296,-328649.522
1/1/2023 6:00:00,771.8372043,365.6519863,260.240611,-862500.9399
1/1/2023 7:00:00,703.684822,529.4102967,369.7445326,-1161622.896
1/1/2023 8:00:00,504.4529865,546.4819383,220.8111978,-85553.11086
1/1/2023 9:00:00,785.3886391,176.8486234,68.98146057,-228553.5532
1/1/2023 10:00:00,468.7511799,521.8908488,552.7429556,-560194.0846
1/1/2023 11:00:00,900.1456781,316.2133634,429.4106397,-1098221.94
1/1/2023 12:00:00,915.9515254,384.1253884,440.0498427,-2352383.477
1/1/2023 13:00:00,228.2152579,683.6271231,451.7941367,-576718.8903
1/1/2023 14:00:00,462.7350555,659.3849474,20.6341234,-37561.27743
1/1/2023 15:00:00,459.8141128,493.7650238,387.9513234,-543387.9744
1/1/2023 16:00:00,267.2640658,404.6375934,301.7257273,-284120.5938
1/1/2023 17:00:00,705.7233463,452.3567909,556.4968251,-1179272.719
1/1/2023 18:00:00,401.4741628,400.2762408,371.8256504,-892954.2524
1/1/2023 19:00:00,947.7851948,698.1987957,320.0134809,-689361.4484
1/1/2023 20:00:00,304.4942045,327.2845943,202.6991458,-141648.3238
1/1/2023 21:00:00,370.1099159,329.5680311,315.8307295,-778389.1315
1/1/2023 22:00:00,403.835125,765.9435325,545.7645423,-554315.1913
1/1/2023 23:00:00,469.5802338,351.5272591,537.6496781,-783867.2421
1/2/2023 0:00:00,239.3073829,410.4965079,535.7448145,-794145.3831
1/2/2023 1:00:00,212.9934434,719.4289712,374.2376485,-274262.5675
1/2/2023 2:00:00,951.5094752,444.1034217,538.4685825,-3417662.083
1/2/2023 3:00:00,251.202212,767.0538269,441.7318333,-560653.3298
1/2/2023 4:00:00,346.7087875,605.2806166,211.742888,-374963.851
1/2/2023 5:00:00,293.684364,610.7852066,467.2858772,-797598.1537
1/2/2023 6:00:00,580.0414472,681.2202612,576.2681611,-2349801.378
1/2/2023 7:00:00,978.3716421,802.9899131,377.2586404,-1388583.473
1/2/2023 8:00:00,978.7217832,476.2147009,314.8616986,-634014.667
1/2/2023 9:00:00,942.0780248,305.7484076,256.8906224,-1215188.755
1/2/2023 10:00:00,538.4052251,602.1261569,308.0161412,-217377.7464
1/2/2023 11:00:00,719.7720817,231.0957768,592.8053668,-2392085.85
1/2/2023 12:00:00,563.5223501,660.6231532,25.99696663,-88650.78398
1/2/2023 13:00:00,202.0146269,705.2746868,71.18629444,-15469.86865
1/2/2023 14:00:00,693.3277716,207.8734523,266.7135027,-545247.6402
1/2/2023 15:00:00,897.4155177,394.878215,90.44937227,-565417.4154
1/2/2023 16:00:00,779.116574,796.596861,164.15332,-848328.5773
1/2/2023 17:00:00,231.7322753,763.3267207,355.6026171,-122628.5653
1/2/2023 18:00:00,486.5847953,248.8382293,359.9043829,-545415.2197
1/2/2023 19:00:00,830.5191044,411.4678918,118.5586325,-253451.5741
1/2/2023 20:00:00,935.1792779,357.4513817,424.5935562,-2379364.288
1/2/2023 21:00:00,653.820232,699.240308,167.8590448,-123950.1608
1/2/2023 22:00:00,310.528857,212.964098,345.8173326,-346558.5463
1/2/2023 23:00:00,467.5665418,422.7642512,325.8527653,-737427.0937
1/3/2023 0:00:00,266.2031954,584.0266954,451.4393333,-790503.5854
1/3/2023 1:00:00,347.861014,757.8188594,338.2244146,-127954.5451
1/3/2023 2:00:00,249.1391591,208.7821646,397.0732522,-519111.2286
1/3/2023 3:00:00,634.507604,624.7754321,61.13761293,-274221.9347
1/3/2023 4:00:00,733.6394922,806.9152993,24.98435255,-60156.4632
1/3/2023 5:00:00,504.7308348,428.4563765,210.4889429,-381864.0524
1/3/2023 6:00:00,338.9150133,459.4637037,504.8412549,-169865.2239
1/3/2023 7:00:00,865.3317277,199.2958168,307.0740076,-1058236.607
1/3/2023 8:00:00,454.2412887,498.2641115,369.2769293,-969939.4833
1/3/2023 9:00:00,912.3096591,678.2420262,474.6651199,-1981821.582
1/3/2023 10:00:00,935.9647956,557.6584319,242.604415,-1224216.337
1/3/2023 11:00:00,244.5318845,639.1533232,183.2702297,-218313.3586
1/3/2023 12:00:00,216.3536436,587.2288381,354.5432584,-168353.0623
1/3/2023 13:00:00,418.1328627,319.526541,446.4722561,-114291.7582
1/3/2023 14:00:00,232.6747419,161.2422658,498.1963266,-460452.4832
1/3/2023 15:00:00,279.2567322,497.2238345,36.88541073,-52970.23381
1/3/2023 16:00:00,715.4241989,614.4689193,111.7565208,-335666.3878
1/3/2023 17:00:00,915.2979604,519.8331909,284.1660255,-877403.8269
1/3/2023 18:00:00,449.3723717,437.3445471,205.486936,-369587.2465
1/3/2023 19:00:00,232.2301304,500.2494411,358.7966724,-157649.6025
1/3/2023 20:00:00,534.5402355,289.2537421,210.1086275,-416950.6361
1/3/2023 21:00:00,823.721375,471.2733929,205.2502775,-821885.7899
1/3/2023 22:00:00,733.4306839,586.145844,402.032936,-445834.6288
1/3/2023 23:00:00,584.7984068,251.2126656,589.2184846,-1887571.513
1/4/2023 0:00:00,915.3290026,647.8100645,333.3128351,-1732193.306
1/4/2023 1:00:00,889.6210372,667.7792559,456.0523815,-2421835.417
1/4/2023 2:00:00,530.291148,696.9335225,231.1631617,-366012.947
1/4/2023 3:00:00,562.7469128,398.608063,398.4659264,-882306.9484
1/4/2023 4:00:00,609.0896552,493.4740778,422.5545682,-1522301.448
1/4/2023 5:00:00,201.8819116,691.4928856,275.0565526,-392459.1113
1/4/2023 6:00:00,547.9136626,806.7732284,220.3432588,-455651.6116
1/4/2023 7:00:00,545.8087348,477.417851,226.3262669,-158095.3615
1/4/2023 8:00:00,967.5558889,228.0199189,314.5165614,-1778841.592
1/4/2023 9:00:00,824.7433353,684.5544306,128.2717869,-472764.2326
1/4/2023 10:00:00,618.1940536,546.9009303,497.2571451,-1613662.19
1/4/2023 11:00:00,495.0697404,624.9379225,316.2443502,-92698.85949
1/4/2023 12:00:00,327.2203079,159.2202846,160.2314793,-41573.62909
1/4/2023 13:00:00,572.0274271,179.3082826,329.760988,-327364.0888
1/4/2023 14:00:00,365.9200231,273.5607478,375.8537396,-1024357.254
1/4/2023 15:00:00,470.7551118,844.8154595,401.2372465,-1118670.791
1/4/2023 16:00:00,860.6820983,692.2531547,3.561053954,-11576.07517
1/4/2023 17:00:00,798.9098821,478.5992379,326.7777057,-1275287.584
1/4/2023 18:00:00,827.8684168,588.5100588,274.6380651,-761086.7914
1/4/2023 19:00:00,476.1642745,434.7490943,196.1325324,-356749.8463
1/4/2023 20:00:00,413.0115267,482.0025396,197.8653793,-423584.605
1/4/2023 21:00:00,863.0152801,618.3577306,486.7448867,-1091229.54
1/4/2023 22:00:00,621.67718,359.7849848,579.7349345,-1107392.597
1/4/2023 23:00:00,251.8018119,407.2676562,514.3716597,-180803.8076
1/5/2023 0:00:00,410.6552296,239.6093161,469.9094069,-1171471.463
1/5/2023 1:00:00,307.4002316,707.0753925,558.5666833,-267096.6273
1/5/2023 2:00:00,546.1575311,255.5643596,409.7207228,-713474.8598
1/5/2023 3:00:00,857.0335102,418.843153,167.2364798,-644672.4909
1/5/2023 4:00:00,724.9385316,549.8124506,574.2561162,-1752799.658
1/5/2023 5:00:00,643.7694029,521.0500365,53.49016254,-207669.9131
1/5/2023 6:00:00,401.7422497,703.0925625,114.9059341,-37050.77466
1/5/2023 7:00:00,914.8780319,180.3085712,575.9415751,-1399901.595
1/5/2023 8:00:00,591.7510532,365.6786114,451.3161728,-1977424.685
1/5/2023 9:00:00,465.0500203,840.430906,259.9279942,-218307.2702
1/5/2023 10:00:00,951.7977857,280.6168401,557.6557875,-2394545.703
1/5/2023 11:00:00,458.8256449,551.1409803,545.5892009,-1512616.983
1/5/2023 12:00:00,533.5343787,704.2528178,577.864103,-737225.3156
1/5/2023 13:00:00,892.2324499,339.1228338,447.3164064,-970476.2379
1/5/2023 14:00:00,302.5590285,343.1662855,321.4608598,-410050.657
1/5/2023 15:00:00,808.8570028,521.6351067,526.5055599,-1151837.906
1/5/2023 16:00:00,499.2207312,370.4703247,3.189071364,-6217.248863
1/5/2023 17:00:00,661.1650203,491.5100384,179.214178,-678620.5967
1/5/2023 18:00:00,761.4765686,672.745519,415.811869,-507646.7355
1/5/2023 19:00:00,617.1159056,260.3326207,553.9688676,-640494.8145
1/5/2023 20:00:00,532.3037136,287.3544921,164.1255648,-114201.1345
1/5/2023 21:00:00,680.7730322,230.7377535,254.4495879,-745086.1892
1/5/2023 22:00:00,240.798057,530.1372944,39.49469315,-33183.95639
1/5/2023 23:00:00,961.9716281,449.2869349,92.79926591,-185732.3553
1/6/2023 0:00:00,996.7525769,308.0830941,246.0052695,-1439182.728
1/6/2023 1:00:00,644.9528303,686.9421656,121.1910541,-132059.6273
1/6/2023 2:00:00,305.2358711,269.0044168,579.7018885,-1144518.92
1/6/2023 3:00:00,532.48711,746.8335216,170.7095414,-299878.2112
1/6/2023 4:00:00,935.0136704,429.939939,261.0860177,-1096932.008
1/6/2023 5:00:00,856.1730911,549.3466333,494.355598,-2342037.811
1/6/2023 6:00:00,219.6050487,653.3522818,72.35577307,-80441.07005
1/6/2023 7:00:00,733.5912879,606.5000803,210.7129038,-960614.7527
1/6/2023 8:00:00,701.8731158,721.4765545,336.24703,-1023148.892
1/6/2023 9:00:00,819.5970972,533.5441241,411.7759638,-1676154.238
1/6/2023 10:00:00,434.3465914,596.6595281,590.2561506,-1901068.137
1/6/2023 11:00:00,355.5341202,841.5315014,224.2506079,-169298.6265
1/6/2023 12:00:00,612.4865441,312.3928053,168.6919611,-510968.0539
1/6/2023 13:00:00,392.3202867,594.5636263,568.022767,-1147869.559
1/6/2023 14:00:00,253.8822637,615.1054868,537.1023878,-623425.9896
1/6/2023 15:00:00,289.485164,557.2184151,9.036671001,-4690.9067
1/6/2023 16:00:00,562.4127778,280.70366,124.071903,-144758.2404
1/6/2023 17:00:00,923.0994147,307.4703477,215.7226732,-116105.3967
1/6/2023 18:00:00,564.7785068,158.3190023,277.0942273,-278250.225
1/6/2023 19:00:00,634.4170534,277.8089641,192.9210974,-738869.6838
1/6/2023 20:00:00,822.0195724,703.69286,589.8305613,-1649816.633
1/6/2023 21:00:00,893.7304618,440.2769451,260.6263004,-1511553.463
1/6/2023 22:00:00,657.7283372,748.9444999,276.6907111,-129648.2006
1/6/2023 23:00:00,228.696674,171.2475428,269.3453372,-134245.3551
1/7/2023 0:00:00,677.1609308,317.9630955,338.6817893,-845878.0431
1/7/2023 1:00:00,674.0136308,468.8452073,365.5615557,-805862.7576
1/7/2023 2:00:00,359.3910163,427.0670271,469.1982749,-882416.348
1/7/2023 3:00:00,553.088401,623.3244896,507.2047458,-1850290.994
1/7/2023 4:00:00,482.5565452,759.5756648,15.95706309,-17682.98919
1/7/2023 5:00:00,528.0253107,330.235337,556.7588628,-755993.1749
